FeatureID,FeatureName,ROB Average,ROB Log2 Fold Change,ROB P-Value,SAY Average,SAY Log2 Fold Change,SAY P-Value
ENSGACG00000013298,arhgdia,1.3427213944157066,0.3415610833803312,0.9427644987005267,1.0595998096692019,-0.3415610833803312,0.9427644987005278
ENSGACG00000015834,btf3,1.3909457116292392,-0.3472275942657681,0.9445257404960671,1.7694684285482996,0.3472275942657681,0.9445257404960662
ENSGACG00000020257,ubb,1.7660526979550404,0.33402841499947733,0.9572513686845571,1.4009652018464742,-0.33402841499947733,0.9572513686845566
ENSGACG00000018439,rpl26,14.206362507136788,-0.33253605806642206,0.9733507157235539,17.888117872921164,0.33253605806642206,0.9733507157235552
ENSGACG00000006018,rpsa,12.938975316368168,-0.32654383631335593,0.989649156909291,16.224752256047807,0.32654383631335593,0.989649156909291
augustus_masked-chrY-processed-gene-6.13,augustus_masked-chrY-processed-gene-6.13,2.1779144341571013,-0.32105892342705866,0.9933102205148977,2.720720943987895,0.32105892342705866,0.9933102205148855
ENSGACG00000003476,rps19,12.36653963744429,-0.3174194302717668,0.9966551333304123,15.409188913230977,0.3174194302717668,0.9966551333303986
ENSGACG00000003574,rpl35,13.566934128083842,-0.07977832387860717,1,14.33755051531404,0.07977832387860717,1
ENSGACG00000004055,rpl6,11.300651891032754,-0.287979674396289,1,13.79663021964043,0.287979674396289,1
ENSGACG00000001108,ENSGACG00000001108,3.1971418952647337,0.0042678470454387,1,3.1875733153576493,-0.0042678470454387,1
ENSGACG00000005108,psap,3.276907522655766,0.27934851492949875,1,2.6999084693901176,-0.27934851492949875,1
ENSGACG00000008736,rps24,19.367928480894392,-0.1699809702361348,1,21.788620465186995,0.1699809702361348,1
ENSGACG00000011558,rps27a,28.65932071202494,-0.17090861514520927,1,32.261988196847014,0.17090861514520927,1
ENSGACG00000003895,rps23,13.093032459466533,-0.28240023433120953,1,15.923175418248638,0.28240023433120953,1
ENSGACG00000004372,rpl22,9.213972651603957,0.008155517286606795,1,9.161569700394217,-0.008155517286606795,1
ENSGACG00000004926,rps10,17.75436889412809,-0.20606514995722858,1,20.47927096034446,0.20606514995722858,1
ENSGACG00000007041,rpl29,7.63247571898503,-0.11685389221083131,1,8.276019310645644,0.11685389221083131,1
ENSGACG00000000741,rps26,12.507302509310819,-0.114915628626167,1,13.54361582256941,0.114915628626167,1
ENSGACG00000008496,rplp0,9.14150583979119,-0.12005430443029974,1,9.934283830803858,0.12005430443029974,1
ENSGACG00000003288,rpl38,5.394346056307248,-0.041262044400167674,1,5.550605357679819,0.041262044400167674,1
ENSGACG00000006059,RPL19,4.960848545355332,-0.0273580616817779,1,5.055594932442483,0.0273580616817779,1
ENSGACG00000016153,rpl9,14.914608290213371,-0.21933905045024638,1,17.362704911261584,0.21933905045024638,1
ENSGACG00000019181,rps15a,24.34728473718032,-0.20942427904185124,1,28.149484025099895,0.20942427904185124,1
ENSGACG00000019097,prdx2,1.3820828641413467,0.2907181987179367,1,1.1297909004695497,-0.2907181987179367,1
ENSGACG00000017861,rps6,12.065463494840886,-0.30951825167875757,1,14.951926603685688,0.30951825167875757,1
ENSGACG00000017164,rps3a,16.97078890740442,-0.27046573683963704,1,20.46906876691418,0.27046573683963704,1
ENSGACG00000016657,arpc1b,1.3315124990633722,0.2760301667039521,1,1.0995924079159116,-0.2760301667039521,1
ENSGACG00000011212,ENSGACG00000011212,2.7662511041621975,0.17115181532780532,1,2.4566881780121688,-0.17115181532780532,1
ENSGACG00000002088,rpl36,11.90593224005882,-0.06833371101905517,1,12.482791749688575,0.06833371101905517,1
ENSGACG00000004230,RPL5,9.259329576983172,-0.310865702117642,1,11.485221276075494,0.310865702117642,1
ENSGACG00000007843,ptprc,1.0416452518123014,0.08076640060954685,1,0.9849197537595297,-0.08076640060954685,1
ENSGACG00000008021,uba52,10.075493561824091,-0.2051821471005808,1,11.61478913264009,0.2051821471005808,1
ENSGACG00000012793,ENSGACG00000012793,3.0555970074433922,-0.19095810578363204,1,3.4879258899451835,0.19095810578363204,1
ENSGACG00000014467,serbp1a,1.817144407002891,0.20176812079521222,1,1.5799116746136397,-0.20176812079521222,1
ENSGACG00000000151,ENSGACG00000000151,1.1798014038294484,0.27029899528646784,1,0.9781863060955429,-0.27029899528646784,1
ENSGACG00000002118,rpl11,10.15447717326031,-0.14831930898756562,1,11.253427441339461,0.14831930898756562,1
ENSGACG00000002835,rps5,14.172996493064723,-0.3037795364598508,1,17.493905118775025,0.3037795364598508,1
ENSGACG00000003336,ENSGACG00000003336,15.633020280702535,-0.22756858922778278,1,18.30314310166508,0.22756858922778278,1
ENSGACG00000003628,rpl30,11.817564437164835,-0.11395847955501637,1,12.78824542099125,0.11395847955501637,1
ENSGACG00000003995,rplp1,22.24157644285105,-0.22494843838115397,1,25.99314842167526,0.22494843838115397,1
ENSGACG00000007961,rpl15,7.770110527032301,-0.27852682980630705,1,9.424378203158309,0.27852682980630705,1
ENSGACG00000008265,rpl14,11.687228444695828,-0.018270057637999937,1,11.835564598471414,0.018270057637999937,1
ENSGACG00000009814,rps18,19.91142956949015,-0.2775027037086968,1,24.133288559334655,0.2775027037086968,1
ENSGACG00000002699,ENSGACG00000002699,13.789548003220906,-0.2135663104602794,1,15.988877543939662,0.2135663104602794,1
ENSGACG00000000061,cnbpa,1.211864057976824,0.03943572743883661,1,1.1791695166721199,-0.03943572743883661,1
ENSGACG00000015245,naca,7.8605637058057924,-0.27909247681706795,1,9.537826594103057,0.27909247681706795,1
ENSGACG00000010457,ENSGACG00000010457,2.246471166195799,-0.05433711133552288,1,2.3326295058999262,0.05433711133552288,1
ENSGACG00000010310,ppdpfb,1.3643571691655618,0.3010433203434383,1,1.107346074922927,-0.3010433203434383,1
ENSGACG00000009225,ENSGACG00000009225,2.350479288186066,0.3049782885516794,1,1.902505030879191,-0.3049782885516794,1
ENSGACG00000008262,fance,14.194892939799516,-0.12867757778863442,1,15.518352382935007,0.12867757778863442,1
ENSGACG00000006447,ybx1,2.482900656534577,0.07920148035880614,1,2.3501772786000132,-0.07920148035880614,1
ENSGACG00000013304,ENSGACG00000013304,2.6320050319191206,-0.00036245067057882885,1,2.632573992750249,0.00036245067057882885,1
ENSGACG00000013073,rpl10,9.236390442308627,-0.2929087056833515,1,11.315048689658372,0.2929087056833515,1
ENSGACG00000012484,zgc:171772,18.255641121163887,-0.2613874130224296,1,21.880644249928146,0.2613874130224296,1
ENSGACG00000015549,rps15,2.5895154983742246,-0.20259598163538728,1,2.9798566571170855,0.20259598163538728,1
ENSGACG00000015568,rps28,10.324695979424833,-0.15899487060784256,1,11.527050269139654,0.15899487060784256,1
ENSGACG00000016489,rps8a,14.68104619170891,-0.2602047449088847,1,17.581848026144065,0.2602047449088847,1
ENSGACG00000017481,gtpbp4,1.857548564668283,-0.19554443162288448,1,2.1271573302140245,0.19554443162288448,1
ENSGACG00000017667,eif3f,1.2053472583533738,0.025183297608496802,1,1.184474657255867,-0.025183297608496802,1
ENSGACG00000002035,rpl8,20.314689130189254,-0.3073043869679779,1,25.135960129662877,0.3073043869679779,1
ENSGACG00000003250,rpl24,5.144882966721569,-0.21152040948727446,1,5.957060743942297,0.21152040948727446,1
ENSGACG00000006855,tpt1,3.9861959936721,-0.2574619457252323,1,4.764832419679415,0.2574619457252323,1
ENSGACG00000000825,PDCL3,2.321284025873009,-0.008845529255842033,1,2.3354861200604056,0.008845529255842033,1
ENSGACG00000018720,rps4x,6.348926865150252,-0.08572916580714951,1,6.737324497490349,0.08572916580714951,1
ENSGACG00000019326,ponzr1,1.2767713822263893,0.11569105333980167,1,1.1783533411976972,-0.11569105333980167,1
ENSGACG00000019593,rpl34,19.738604043476247,-0.10428358016747197,1,21.217093589222536,0.10428358016747197,1
ENSGACG00000019847,cct7,1.1949203789558531,-0.3123543385352777,1,1.4838070125003728,0.3123543385352777,1
ENSGACG00000020072,eif4a1b,1.4574170677884326,-0.2079301162296966,1,1.6833619159967101,0.2079301162296966,1
ENSGACG00000020625,rpl23a,11.809483605631756,-0.17709568248354435,1,13.35120245447427,0.17709568248354435,1
ENSGACG00000020827,ncf1,1.799940055996982,-0.06489316588547467,1,1.8827127756244417,0.06489316588547467,1
ENSGACG00000020906,rps14,27.519402121891005,-0.1911568938572259,1,31.416634449213753,0.1911568938572259,1
ENSGACG00000017440,rpl39,15.618683321530945,-0.17162472165592613,1,17.590825956362714,0.17162472165592613,1
ENSGACG00000017482,rpl36a,26.212914133381684,-0.08433208828726091,1,27.789346597010905,0.08433208828726091,1
ENSGACG00000017702,eef1g,7.025109994079459,-0.03564612190536698,1,7.200504079225201,0.03564612190536698,1
ENSGACG00000018103,rack1,10.789995472539186,-0.26932176498626026,1,13.003919790107435,0.26932176498626026,1
ENSGACG00000019805,btg1,1.3917277275840532,0.2530905737923703,1,1.1677430600302028,-0.2530905737923703,1
ENSGACG00000020009,rps16,9.47099522875284,-0.22287275349377378,1,11.05264827463149,0.22287275349377378,1
ENSGACG00000000590,rpl18a,11.731803354120228,-0.2392863343289071,1,13.847641186791847,0.2392863343289071,1
ENSGACG00000010916,rps12,13.097724555195418,-0.29760361880022534,1,16.09763292590648,0.29760361880022534,1
ENSGACG00000011913,rps7,17.967077233837507,-0.20607291701797426,1,20.724735734277072,0.20607291701797426,1
ENSGACG00000012791,faua,13.42278252041312,-0.11996170137094175,1,14.585871903407131,0.11996170137094175,1
ENSGACG00000012858,rps29,6.966198125483468,-0.07304172197995973,1,7.327623409366528,0.07304172197995973,1
ENSGACG00000013530,hsp90ab1,6.382032207237381,-0.31465637801023094,1,7.93710244489164,0.31465637801023094,1
ENSGACG00000020935,mt-co1,10.773573137488091,0.2801800146366866,1,8.871419319236965,-0.2801800146366866,1
ENSGACG00000020954,mt-cyb,9.443624670334348,0.05085488336424859,1,9.116067917695155,-0.05085488336424859,1
ENSGACG00000001940,RPS20,14.690951727136556,-0.25406565527497404,1,17.51900251461352,0.25406565527497404,1
ENSGACG00000003110,rpl21,14.706852718217775,-0.31164869712222165,1,18.252132134513662,0.31164869712222165,1
ENSGACG00000004252,MYL12B,1.29110834139798,0.2897520543295572,1,1.0561310639029058,-0.2897520543295572,1
ENSGACG00000013435,rpl17,22.712350047649103,-0.2723870124653329,1,27.43063747600215,0.2723870124653329,1
ENSGACG00000011547,rpl18,15.820964781842843,-0.3150874460086075,1,19.68166347796493,0.3150874460086075,1
ENSGACG00000010761,rps9,16.028981025823377,-0.2933680973227659,1,19.642487055192642,0.2933680973227659,1
ENSGACG00000004699,rpl35a,18.783241218678427,-0.19050247454005742,1,21.43358413381314,0.19050247454005742,1
ENSGACG00000006818,rps25,16.225267030481703,-0.16963933908461915,1,18.248867432615974,0.16963933908461915,1
ENSGACG00000013384,rps3,11.483643624459239,-0.24929654504635357,1,13.649106502638537,0.24929654504635357,1
ENSGACG00000015169,rpl31,24.81310557426455,-0.17788361428919774,1,28.067662433789025,0.17788361428919774,1
ENSGACG00000015628,ENSGACG00000015628,1.1844934995583325,-0.15710256718358218,1,1.3207759614844492,0.15710256718358218,1
ENSGACG00000015537,cybb,1.2387132724254393,0.2669726992701571,1,1.029401317115564,-0.2669726992701571,1
ENSGACG00000015402,eef1b2,6.459712458748909,-0.30445388269558293,1,7.97709504313835,0.30445388269558293,1
ENSGACG00000000860,ENSGACG00000000860,3.4150636746729126,0.05815307517048329,1,3.280005187836014,-0.05815307517048329,1
ENSGACG00000015892,nsa2,1.5929664999561994,-0.20836832131528893,1,1.8404756948230698,0.20836832131528893,1
ENSGACG00000015957,RPL7A,22.441511855298508,-0.259657255633857,1,26.865435959964465,0.259657255633857,1
ENSGACG00000016089,rpl28,17.406632466220778,-0.16991260936523744,1,19.581273894610945,0.16991260936523744,1
ENSGACG00000017611,arpc3,1.1618150368687254,0.27578306036750966,1,0.9596183140524276,-0.27578306036750966,1
ENSGACG00000000474,rpl23,30.056783223277627,-0.24484867450997072,1,35.61442895803803,0.24484867450997072,1
ENSGACG00000005605,atp5mc1,1.83565211793349,0.2964388856249003,1,1.494621337536473,-0.2964388856249003,1
ENSGACG00000011905,rps2,12.50182839762712,-0.27515478916410085,1,15.128016462292374,0.27515478916410085,1
ENSGACG00000012781,ENSGACG00000012781,2.117177861666544,0.19275374667735978,1,1.8523102392021982,-0.19275374667735978,1
ENSGACG00000014154,si:dkey-159f12.2,20.298006123153222,-0.24606120539037946,1,24.071463267147138,0.24606120539037946,1
ENSGACG00000014635,rpl27,17.19131740666198,-0.29903484705788497,1,21.149759112582668,0.29903484705788497,1
ENSGACG00000015484,fth1b,4.551854200987589,-0.026577391607493173,1,4.636284782457849,0.026577391607493173,1
ENSGACG00000015499,rplp2l,6.062187681718438,-0.03824809028275267,1,6.224766299552925,0.03824809028275267,1
ENSGACG00000015680,swap70a,3.7096230176528677,0.29117298846034356,1,3.031479755874318,-0.29117298846034356,1
ENSGACG00000015752,rpl13,16.235172565909348,-0.2111508720529276,1,18.793052430187274,0.2111508720529276,1
ENSGACG00000015943,cyba,1.857027220698407,0.022987851915252877,1,1.827620931100913,-0.022987851915252877,1
ENSGACG00000015963,cox4i1,1.6839410226995661,0.22332176395073844,1,1.4423861071734236,-0.22332176395073844,1
ENSGACG00000016070,ENSGACG00000016070,1.5364006792246505,-0.02156146116621005,1,1.5595072877530733,0.02156146116621005,1
ENSGACG00000017042,rps17,10.763406930075508,-0.15569759404138317,1,11.989413675400083,0.15569759404138317,1
ENSGACG00000007990,RPS17,3.109556108325561,-0.05022865837410895,1,3.2196082027287383,0.05022865837410895,1
ENSGACG00000006703,rps13,8.384514395531198,-0.10026547016763665,1,8.987520280473587,0.10026547016763665,1
ENSGACG00000006523,RPL27A,11.44037207495953,-0.21488082192557645,1,13.277134530170416,0.21488082192557645,1
ENSGACG00000006058,rsl24d1,2.345787192457182,-0.1047574589531346,1,2.5223903037031916,0.1047574589531346,1
ENSGACG00000004968,rpl4,1.9091616176860096,-0.2653650628681524,1,2.294677346339273,0.2653650628681524,1
maker-chrY-augustus-gene-46.49,maker-chrY-augustus-gene-46.49,1.9813677575138393,-0.2536606274227917,1,2.3622158668477473,0.2536606274227917,1
